Name,Year,Genre,Publisher,North America,Europe,Japan,Other,Global
Naruto: Ultimate Ninja (JP sales),2003,Fighting,Atari,0,0,0.32,0,0.32
Final Fantasy XI,N/A,Role-Playing,Unknown,0.08,0.06,0.15,0.02,0.32
"Go, Diego, Go!: Great Dinosaur Rescue",2008,Action,Take-Two Interactive,0.16,0.12,0,0.04,0.32
Darkwatch,2005,Shooter,Ubisoft,0.16,0.12,0,0.04,0.32
Sky Odyssey,2000,Simulation,Sony Computer Entertainment,0.16,0.12,0,0.04,0.32
Frogger's Adventures: The Rescue,2003,Platform,Konami Digital Entertainment,0.16,0.12,0,0.04,0.32
Karaoke Revolution Volume 3,2004,Misc,Konami Digital Entertainment,0.16,0.12,0,0.04,0.32
Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,2001,Simulation,ASCII Entertainment,0,0,0.32,0,0.32
Ultimate Fighting Championship: Throwdown,2002,Fighting,Ubisoft,0.16,0.12,0,0.04,0.32
Disney's Extreme Skate Adventure,2003,Sports,Activision,0.16,0.12,0,0.04,0.32
Rock Band Country Track Pack,2009,Misc,MTV Games,0.16,0.12,0,0.04,0.32
From TV Animation One Piece: Grand Battle! 3,2003,Fighting,Namco Bandai Games,0,0,0.32,0,0.32
All-Star Baseball 2005,N/A,Sports,Unknown,0.16,0.12,0,0.04,0.32
UEFA Euro 2008 Austria-Switzerland,2008,Sports,Electronic Arts,0.03,0,0,0.28,0.32
4x4 Evolution,2001,Racing,Gathering of Developers,0.16,0.12,0,0.04,0.32
Romance of the Three Kingdoms VII,2000,Strategy,Tecmo Koei,0.08,0.06,0.16,0.02,0.32
"Monsters, Inc.",2002,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04,0.32
DJ Hero,2009,Misc,Activision,0.1,0.02,0,0.2,0.32
Dynasty Warriors 4 Empires,2004,Action,Tecmo Koei,0,0,0.32,0,0.32
Jikkyou Powerful Pro Yakyuu 14,2007,Sports,Konami Digital Entertainment,0,0,0.31,0,0.31
FIFA Street,2005,Sports,Electronic Arts,0.15,0.12,0,0.04,0.31
Jampack: Summer 2003 (RP-M),2003,Misc,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31
Armored Core: Silent Line,2003,Simulation,Agetec,0.07,0.06,0.16,0.02,0.31
SD Gundam G Generation Wars,2009,Strategy,Namco Bandai Games,0,0,0.31,0,0.31
J-League Winning Eleven 2007: Club Championship,2007,Sports,Konami Digital Entertainment,0,0,0.31,0,0.31
Jampack Volume 12,2005,Misc,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31
Shaun White Snowboarding,2008,Sports,Ubisoft,0.15,0.12,0,0.04,0.31
Star Wars Racer Revenge,2002,Racing,LucasArts,0.15,0.12,0,0.04,0.31
NCAA Final Four 2002,2001,Sports,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31
Music Maker,2001,Misc,Magix,0.15,0.12,0,0.04,0.31
Blade II,2002,Action,Activision,0.15,0.12,0,0.04,0.31
Disney's Stitch: Experiment 626,2002,Action,Sony Computer Entertainment,0.15,0.12,0,0.04,0.31
Orphen: Scion of Sorcery,2000,Role-Playing,Activision,0.15,0.12,0,0.04,0.31
Karaoke Revolution Party,2005,Misc,Konami Digital Entertainment,0.15,0.12,0,0.04,0.3
Chaos Legion,2003,Action,Capcom,0.15,0.12,0,0.04,0.3
Neopets: The Darkest Faerie,2005,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04,0.3
24: The Game,2006,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04,0.3
Super Robot Taisen OG: Original Generations Gaiden,2007,Strategy,Banpresto,0,0,0.3,0,0.3
Romance of the Three Kingdoms VIII,2002,Strategy,Tecmo Koei,0.05,0.04,0.19,0.01,0.3
Hard Hitter Tennis,2001,Sports,Midas Interactive Entertainment,0.15,0.11,0,0.04,0.3
Rayman 2: Revolution,2000,Platform,Ubisoft,0.15,0.11,0,0.04,0.3
Pride FC: Fighting Championships,2003,Fighting,THQ,0.15,0.11,0,0.04,0.3
Eternal Ring,2000,Role-Playing,Ubisoft,0.1,0.07,0.1,0.03,0.3
Showdown: Legends of Wrestling,2004,Fighting,Acclaim Entertainment,0.15,0.11,0,0.04,0.3
Full Spectrum Warrior,2005,Strategy,THQ,0.15,0.11,0,0.04,0.3
The Sims 2: Pets,2006,Simulation,Electronic Arts,0.02,0.01,0,0.27,0.3
MLB SlugFest Loaded,2004,Sports,Midway Games,0.14,0.11,0,0.04,0.3
Grandia II,2002,Role-Playing,Ubisoft,0.14,0.11,0,0.04,0.29
Lupin the 3rd: Treasure of the Sorcerer King,2002,Adventure,505 Games,0.02,0.02,0.25,0.01,0.29
Ben 10 Alien Force: Vilgax Attacks,2009,Action,D3Publisher,0.11,0.03,0,0.15,0.29
WinBack: Covert Operations,2000,Shooter,Midas Interactive Entertainment,0.14,0.11,0,0.04,0.29
Ratchet & Clank: Size Matters,2008,Platform,Sony Computer Entertainment,0.13,0.1,0.03,0.03,0.29
Atelier Iris 3: Grand Phantasm (US Sales),2006,Role-Playing,Tecmo Koei,0.14,0.11,0,0.04,0.29
Mega Man X8,2004,Platform,Capcom,0.14,0.11,0,0.04,0.29
Ford Mustang: The Legend Lives,2005,Racing,Take-Two Interactive,0.14,0.11,0,0.04,0.29
Jikkyou Powerful Pro Yakyuu 8,2001,Sports,Konami Digital Entertainment,0,0,0.29,0,0.29
Marvel Super Hero Squad,2009,Fighting,THQ,0.14,0.11,0,0.04,0.29
Heroes of the Pacific,2005,Simulation,Codemasters,0.14,0.11,0,0.04,0.29
Shrek Super Party,2002,Misc,TDK Mediactive,0.14,0.11,0,0.04,0.29
"Sakura Wars: So Long, My Love",2005,Role-Playing,Sega,0.07,0.05,0.15,0.02,0.29
Dynasty Tactics,2002,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29
Surf's Up,2007,Sports,Ubisoft,0.14,0.11,0,0.04,0.29
Final Fantasy X-2: International + Last Mission,2004,Role-Playing,Square Enix,0,0,0.29,0,0.29
Rayman 3: Hoodlum Havoc,2003,Platform,Ubisoft,0.14,0.11,0,0.04,0.29
Psi-Ops: The Mindgate Conspiracy,2004,Shooter,Midway Games,0.14,0.11,0,0.04,0.29
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,2006,Role-Playing,Square Enix,0,0,0.29,0,0.29
Monster 4x4: Masters of Metal,2003,Racing,Ubisoft,0.14,0.11,0,0.04,0.28
SingStar Country,2008,Misc,Sony Computer Entertainment,0.14,0.11,0,0.04,0.28
Shadow Hearts,2001,Role-Playing,Midway Games,0.09,0.07,0.1,0.02,0.28
Haven: Call of the King,N/A,Platform,Midway Games,0.14,0.11,0,0.04,0.28
R: Racing Evolution,2003,Racing,Namco Bandai Games,0.14,0.11,0,0.04,0.28
Netsu Chu! Pro Yakyuu 2003,2003,Sports,Namco Bandai Games,0,0,0.28,0,0.28
Viewtiful Joe,2004,Action,Capcom,0.14,0.11,0,0.04,0.28
Harry Potter and the Sorcerer's Stone,2003,Action,Electronic Arts,0.14,0.11,0,0.04,0.28
Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,2002,Misc,Sammy Corporation,0,0,0.28,0,0.28
Jackass the Game,2007,Action,Empire Interactive,0.14,0.11,0,0.04,0.28
Hannah Montana: Spotlight World Tour,2008,Action,Disney Interactive Studios,0.12,0.02,0,0.14,0.28
Carol Vorderman's Sudoku,2006,Puzzle,Xplosiv,0,0.23,0,0.05,0.28
MX SuperFly featuring Ricky Carmichael,2002,Racing,THQ,0.14,0.11,0,0.04,0.28
Syphon Filter: Dark Mirror,2007,Shooter,Sony Computer Entertainment,0.14,0.11,0,0.04,0.28
Mission: Impossible - Operation Surma,2003,Platform,Atari,0.14,0.11,0,0.04,0.28
Driver: Parallel Lines,2006,Racing,Atari,0.12,0.1,0.03,0.03,0.28
Backyard Wrestling 2: There Goes the Neighborhood,2004,Fighting,Eidos Interactive,0.14,0.11,0,0.04,0.28
Wild ARMs 5,2006,Role-Playing,505 Games,0.14,0.11,0,0.04,0.28
NFL Blitz 20-02,2002,Sports,Midway Games,0.14,0.11,0,0.04,0.28
Soul Nomad & the World Eaters,2007,Role-Playing,Tecmo Koei,0.14,0.11,0,0.04,0.28
Bass Strike,2001,Sports,THQ,0.14,0.11,0,0.04,0.28
NHL Hitz 20-03,2002,Sports,Midway Games,0.14,0.11,0,0.04,0.28
Real Pool,2000,Sports,Midas Interactive Entertainment,0.14,0.11,0,0.04,0.28
Mister Mosquito,2001,Shooter,Eidos Interactive,0.05,0.04,0.17,0.01,0.28
Dynasty Warriors: Gundam,2008,Action,Namco Bandai Games,0,0,0.28,0,0.28
Indiana Jones and the Staff of Kings,2009,Action,Activision,0.11,0.01,0,0.16,0.28
Deer Hunter,2003,Sports,Atari,0.14,0.11,0,0.04,0.28
Tak and the Guardians of Gross,2008,Action,THQ,0.14,0.11,0,0.04,0.28
Summer Heat Beach Volleyball,2003,Sports,Acclaim Entertainment,0.14,0.11,0,0.04,0.28
NCAA Basketball 09,2008,Sports,Electronic Arts,0.14,0.11,0,0.04,0.28
Myst III: Exile,2002,Adventure,Ubisoft,0.14,0.11,0,0.04,0.28
Cabela's Trophy Bucks,2007,Sports,Activision Value,0.13,0.11,0,0.04,0.27
Q-Ball: Billiards Master,2000,Sports,Take-Two Interactive,0.13,0.1,0,0.04,0.27
Final Fantasy X International,2004,Role-Playing,Square Enix,0,0,0.27,0,0.27
Trivial Pursuit,2009,Misc,Electronic Arts,0.09,0.01,0,0.17,0.27
Athens 2004,2004,Sports,Sony Computer Entertainment,0.13,0.1,0,0.03,0.27
Pro Race Driver,2002,Racing,Codemasters,0.13,0.1,0,0.03,0.27
Rocky: Legends,2004,Action,Ubisoft,0.13,0.1,0,0.03,0.27
G-Force,2009,Action,Disney Interactive Studios,0.12,0.01,0,0.14,0.27
Wave Rally,2001,Racing,Eidos Interactive,0.13,0.1,0,0.03,0.27
Fullmetal Alchemist 2: Curse of the Crimson Elixir,2004,Role-Playing,Square Enix,0.13,0.1,0,0.03,0.27
BloodRayne 2,2004,Shooter,THQ,0.13,0.1,0,0.03,0.27
Shadow of Rome,2005,Action,Capcom,0.13,0.1,0,0.03,0.27
Harry Potter and the Order of the Phoenix,2007,Action,Electronic Arts,0.13,0.1,0,0.03,0.27
Stuntman: Ignition,2007,Racing,THQ,0.13,0.1,0,0.03,0.27
MotoGP,2000,Racing,Namco Bandai Games,0.06,0.05,0.14,0.02,0.27
XGIII: Extreme G Racing,2001,Racing,Acclaim Entertainment,0.13,0.1,0,0.03,0.27
Reign of Fire,2002,Shooter,BAM! Entertainment,0.13,0.1,0,0.03,0.27
Scooby-Doo! and the Spooky Swamp,2010,Action,Warner Bros. Interactive Entertainment,0.08,0.11,0,0.08,0.27
Initial D: Special Stage,2003,Racing,Sega,0,0,0.27,0,0.27
Jurassic Park: Operation Genesis,2003,Simulation,Konami Digital Entertainment,0.13,0.1,0,0.03,0.27
InuYasha: Feudal Combat,2005,Fighting,Namco Bandai Games,0.13,0.1,0,0.03,0.27
Duel Masters,2004,Strategy,Atari,0.13,0.1,0,0.03,0.27
The Dog Island,2007,Adventure,Ubisoft,0.13,0.1,0,0.03,0.27
And1 Streetball,2006,Action,Ubisoft,0.13,0.1,0,0.03,0.27
Lowrider,2002,Misc,Pacific Century Cyber Works,0.11,0.09,0.03,0.03,0.26
Rune: Viking Warlord,2001,Action,Take-Two Interactive,0.13,0.1,0,0.03,0.26
Petz: Horsez 2,2007,Simulation,Ubisoft,0.13,0.1,0,0.03,0.26
NPPL: Championship Paintball 2009,2008,Shooter,Activision Value,0.13,0.1,0,0.03,0.26
MLB SlugFest 2006,2006,Sports,Midway Games,0.13,0.1,0,0.03,0.26
Bolt,2008,Adventure,Disney Interactive Studios,0.09,0.02,0,0.16,0.26
Ford Racing 3,2004,Racing,Take-Two Interactive,0.13,0.1,0,0.03,0.26
Phantasy Star Universe: Ambition of the Illuminus,2007,Role-Playing,Sega,0.1,0.08,0.05,0.03,0.26
Sengoku Basara 2,2006,Action,Capcom,0,0,0.26,0,0.26
Tom and Jerry in War of the Whiskers,2002,Fighting,Ubisoft,0.13,0.1,0,0.03,0.26
Riding Spirits,2002,Racing,BAM! Entertainment,0.13,0.1,0,0.03,0.26
NCAA March Madness 08,2007,Sports,Electronic Arts,0.13,0.1,0,0.03,0.26
Armored Core: Nexus,2004,Simulation,Indie Games,0.06,0.05,0.14,0.02,0.26
Evolution Skateboarding,2002,Sports,Konami Digital Entertainment,0.13,0.1,0,0.03,0.26
Tiger Woods PGA Tour 10,2009,Sports,Electronic Arts,0.12,0.01,0,0.13,0.26
Legaia 2: Duel Saga,2001,Role-Playing,Eidos Interactive,0.13,0.1,0,0.03,0.26
A.C.E.: Another Century's Episode,2005,Simulation,Banpresto,0,0,0.26,0,0.26
King of Fighters: Maximum Impact,2004,Fighting,Ignition Entertainment,0.13,0.1,0,0.03,0.26
Drakan: The Ancients' Gates,2002,Adventure,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
A.C.E.: Another Century's Episode 3: The Final,2007,Simulation,Banpresto,0,0,0.26,0,0.26
MTX Mototrax,2004,Racing,Activision,0.13,0.1,0,0.03,0.26
Tomb Raider: Underworld (Others sales),2009,Adventure,Eidos Interactive,0,0.21,0,0.04,0.26
NBA ShootOut 2004,2003,Sports,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
Formula One 2001,2001,Racing,Sony Computer Entertainment,0.13,0.1,0,0.03,0.26
Teen Titans,2006,Action,THQ,0.12,0.1,0,0.03,0.25
Star Wars The Clone Wars: Republic Heroes,2009,Action,LucasArts,0.17,0.01,0,0.08,0.25
Surfing H3O,2000,Sports,Take-Two Interactive,0.12,0.1,0,0.03,0.25
Walt Disney's The Jungle Book: Rhythm N'Groove,2003,Misc,Disney Interactive Studios,0.12,0.1,0,0.03,0.25
College Hoops 2K6,N/A,Sports,Unknown,0.12,0.1,0,0.03,0.25
Dynasty Warriors 6 (JP sales),2008,Action,Tecmo Koei,0,0,0.25,0,0.25
WipEout Fusion,2002,Racing,Sony Computer Entertainment,0.12,0.1,0,0.03,0.25
The Mummy: Tomb of the Dragon Emperor,2008,Action,Vivendi Games,0.12,0.1,0,0.03,0.25
Scooby-Doo! Unmasked,2005,Platform,THQ,0.12,0.1,0,0.03,0.25
World Series Baseball 2K3,2003,Sports,Sega,0.12,0.1,0,0.03,0.25
Devil Kings,2005,Action,Capcom,0.03,0.03,0.18,0.01,0.25
Netsu Chu! Pro Yakyuu 2002,2002,Sports,Namco Bandai Games,0,0,0.25,0,0.25
Dynasty Warriors 6,2008,Action,Tecmo Koei,0.12,0.09,0,0.03,0.25
Pirates of the Caribbean: The Legend of Jack Sparrow,2006,Adventure,Ubisoft,0.12,0.09,0,0.03,0.25
WRC: World Rally Championship,2001,Racing,Sony Computer Entertainment,0.12,0.09,0,0.03,0.25
Cars: Mater-National Championship,2007,Racing,THQ,0.12,0.09,0,0.03,0.25
Final Fantasy XI: Chains of Promathia,2004,Role-Playing,Square Enix,0.12,0.09,0,0.03,0.25
Avatar: The Last Airbender - Into the Inferno,2008,Adventure,THQ,0.12,0.09,0,0.03,0.25
Dora the Explorer: Journey to the Purple Planet,2005,Adventure,Global Star,0.12,0.09,0,0.03,0.24
Digimon World: Data Squad,2006,Role-Playing,Namco Bandai Games,0.12,0.09,0,0.03,0.24
Mega Man X Collection,N/A,Misc,Unknown,0.12,0.09,0,0.03,0.24
Britney's Dance Beat,2002,Misc,THQ,0.12,0.09,0,0.03,0.24
World Soccer Winning Eleven 7,2003,Sports,Konami Digital Entertainment,0.12,0.09,0,0.03,0.24
Vexx,2003,Platform,Acclaim Entertainment,0.12,0.09,0,0.03,0.24
Marvel vs. Capcom Origins,2006,Fighting,Capcom,0.11,0.08,0.02,0.03,0.24
TimeSplitters: Future Perfect,2005,Shooter,Electronic Arts,0.12,0.09,0,0.03,0.24
Super Monkey Ball Deluxe,2005,Misc,Sega,0.12,0.09,0,0.03,0.24
Summon Night 3,2003,Role-Playing,Banpresto,0,0,0.24,0,0.24
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken SE,2006,Misc,Sega,0,0,0.24,0,0.24
Sakura Wars: Atsuki Chishio Ni,2003,Role-Playing,Sega,0,0,0.24,0,0.24
NHRA Championship Drag Racing,2005,Racing,ValuSoft,0.12,0.09,0,0.03,0.24
Monster Jam,2007,Racing,Activision,0.12,0.09,0,0.03,0.24
Jikkyou Powerful Pro Yakyuu 15,2008,Sports,Konami Digital Entertainment,0,0,0.24,0,0.24
NCAA College Basketball 2K3,2002,Sports,Sega,0.12,0.09,0,0.03,0.24
Ratchet & Clank: Going Commando (JP weekly sales),2003,Action,Sony Computer Entertainment,0,0,0.24,0,0.24
Dance Dance Revolution: Disney Channel Edition,2008,Simulation,Konami Digital Entertainment,0.12,0.09,0,0.03,0.24
My Street,2003,Misc,Sony Computer Entertainment,0.12,0.09,0,0.03,0.24
Shadow Hearts: Covenant,2004,Role-Playing,Midway Games,0.12,0.09,0,0.03,0.24
NASCAR 08,2007,Racing,Electronic Arts,0.12,0.09,0,0.03,0.24
Wallace & Gromit in Project Zoo,2003,Platform,BAM! Entertainment,0.11,0.09,0,0.03,0.23
Karaoke Revolution Volume 2,2004,Misc,Konami Digital Entertainment,0.11,0.09,0,0.03,0.23
Mobile Suit Gundam: Climax U.C.,2006,Action,Namco Bandai Games,0,0,0.23,0,0.23
Jet X20,N/A,Racing,Unknown,0.11,0.09,0,0.03,0.23
Test Drive: Eve of Destruction,2004,Racing,Atari,0.11,0.09,0,0.03,0.23
Jeremy McGrath Supercross World,2001,Racing,Acclaim Entertainment,0.11,0.09,0,0.03,0.23
The Scorpion King: Rise of the Akkadian,2002,Action,Universal Interactive,0.11,0.09,0,0.03,0.23
Let's Make a Soccer Team!,2006,Sports,Sega,0,0,0.23,0,0.23
Monster Hunter G,2005,Role-Playing,Capcom,0,0,0.23,0,0.23
ESPN NHL Hockey,2003,Sports,Sega,0.11,0.09,0,0.03,0.23
NCAA GameBreaker 2003,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
Tribes: Aerial Assault,N/A,Shooter,Unknown,0.11,0.09,0,0.03,0.23
Major League Baseball 2K10,2010,Sports,Take-Two Interactive,0.11,0.09,0,0.03,0.23
Airblade,2001,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
Pro Yakyuu Team o Tsukurou! 2,2003,Sports,Sega,0,0,0.23,0,0.23
World Series of Poker 2008: Battle for the Bracelets,2007,Misc,Activision,0.11,0.09,0,0.03,0.23
Genji: Dawn of the Samurai,2005,Action,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
The Italian Job,2003,Racing,Eidos Interactive,0.11,0.09,0,0.03,0.23
Disney Princess: Enchanted Journey,2007,Adventure,Disney Interactive Studios,0.11,0.09,0,0.03,0.23
Final Fantasy XI: Treasures of Aht Urhgan,2006,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23
Bratz: Girlz Really Rock,2008,Action,THQ,0.11,0.09,0,0.03,0.23
BlowOut,2003,Shooter,Zoo Digital Publishing,0.11,0.09,0,0.03,0.23
NFL Blitz Pro,2003,Sports,Midway Games,0.11,0.09,0,0.03,0.23
.hack//G.U. Vol.2//Reminisce,2006,Role-Playing,Namco Bandai Games,0.11,0.09,0,0.03,0.23
NCAA GameBreaker 2004,2003,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
The Polar Express,2004,Adventure,THQ,0.11,0.09,0,0.03,0.23
Buzz! Junior: RoboJam,2007,Misc,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
NBA ShootOut 2003,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
NHL FaceOff 2003,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03,0.23
Rogue Ops,2003,Action,Kemco,0.11,0.09,0,0.03,0.23
Legion: The Legend of Excalibur,2002,Action,Midway Games,0.11,0.09,0,0.03,0.22
TNA iMPACT!,2008,Fighting,Midway Games,0.1,0,0,0.12,0.22
Spartan: Total Warrior,2005,Action,Sega,0.11,0.09,0,0.03,0.22
Whirl Tour,2002,Sports,Crave Entertainment,0.11,0.09,0,0.03,0.22
Time Crisis: Crisis Zone,2004,Shooter,Namco Bandai Games,0.11,0.09,0,0.03,0.22
Momotarou Dentetsu 15,2005,Misc,Hudson Soft,0,0,0.22,0,0.22
Ben 10 Ultimate Alien: Cosmic Destruction,2010,Platform,D3Publisher,0.13,0.06,0,0.04,0.22
MotoGP 08,2008,Racing,Capcom,0.01,0,0,0.21,0.22
Ford vs. Chevy,2005,Racing,Global Star,0.11,0.09,0,0.03,0.22
Galactic Wrestling: Featuring Ultimate Muscle,2004,Fighting,Namco Bandai Games,0.03,0.02,0.17,0.01,0.22
Dino Stalker,2002,Shooter,Capcom,0.07,0.06,0.08,0.02,0.22
Mobile Suit Gundam Seed,2003,Action,Namco Bandai Games,0,0,0.22,0,0.22
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,2002,Misc,Acclaim Entertainment,0.11,0.08,0,0.03,0.22
Magna Carta: Tears of Blood,2004,Role-Playing,505 Games,0.11,0.08,0,0.03,0.22
Lethal Skies Elite Pilot: Team SW,2001,Simulation,Sammy Corporation,0.11,0.08,0,0.03,0.22
Guitar Hero: Smash Hits,2009,Misc,Activision,0.11,0.01,0,0.1,0.22
NFL Quarterback Club 2002,2001,Sports,Acclaim Entertainment,0.11,0.08,0,0.03,0.22
Growlanser: Heritage of War,2006,Role-Playing,Rising Star Games,0.11,0.08,0,0.03,0.22
Rugby 2004,2003,Sports,Electronic Arts,0.11,0.08,0,0.03,0.22
Wreckless: ThE YaKuza MisSiOns,2002,Racing,Activision,0.11,0.08,0,0.03,0.22
Jikkyou Powerful Major League,2006,Sports,Konami Digital Entertainment,0,0,0.22,0,0.22
J-League Winning Eleven 2008: Club Championship,2008,Sports,Konami Digital Entertainment,0,0,0.22,0,0.22
Herdy Gerdy,2002,Adventure,Eidos Interactive,0.11,0.08,0,0.03,0.22
Dark Summit,2001,Sports,THQ,0.11,0.08,0,0.03,0.21
The Dukes of Hazzard: Return of the General Lee,2004,Racing,Ubisoft,0.11,0.08,0,0.03,0.21
Crash 'N' Burn,2004,Racing,Eidos Interactive,0.11,0.08,0,0.03,0.21
Teenage Mutant Ninja Turtles: Smash-Up,2009,Fighting,Ubisoft,0.11,0.08,0,0.03,0.21
Disaster Report,2002,Action,Agetec,0.03,0.02,0.15,0.01,0.21
Speed Racer: The Videogame,2008,Racing,Warner Bros. Interactive Entertainment,0.1,0.08,0,0.03,0.21
Wild Wild Racing,2000,Racing,Interplay,0.1,0.08,0,0.03,0.21
The Bard's Tale,2004,Role-Playing,Ubisoft,0.1,0.08,0,0.03,0.21
Momotarou Dentetsu 16,2006,Misc,Hudson Soft,0,0,0.21,0,0.21
Yu Yu Hakusho: Dark Tournament,N/A,Fighting,N/A,0.1,0.08,0,0.03,0.21
Conflict Zone,2002,Strategy,Ubisoft,0.1,0.08,0,0.03,0.21
World Poker Tour,2005,Misc,Take-Two Interactive,0.1,0.08,0,0.03,0.21
Neo Contra,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21
Viewtiful Joe 2,2004,Action,Capcom,0.1,0.08,0,0.03,0.21
Quake III: Revolution,2001,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.21
Pac-Man World 3,2005,Platform,Namco Bandai Games,0.1,0.08,0,0.03,0.21
Front Mission 5: Scars of the War,2005,Strategy,Square Enix,0,0,0.21,0,0.21
Maximo vs Army of Zin,2003,Platform,Capcom,0.1,0.08,0,0.03,0.21
Summoner 2,2002,Role-Playing,THQ,0.1,0.08,0,0.03,0.21
Shadow of Destiny,2001,Adventure,Konami Digital Entertainment,0.09,0.07,0.03,0.02,0.21
Deus Ex: The Conspiracy,2002,Action,Eidos Interactive,0.1,0.08,0,0.03,0.21
Rumble Racing,2001,Racing,Electronic Arts,0.1,0.08,0,0.03,0.21
Spider-Man: Web of Shadows,2008,Action,Activision,0.1,0.08,0,0.03,0.21
J-League Winning Eleven 10 + Europa League 06-07,2006,Sports,Konami Digital Entertainment,0,0,0.21,0,0.21
ESPN Winter X Games: Snowboarding 2002,2000,Sports,Konami Digital Entertainment,0.1,0.08,0,0.03,0.21
Project: Snowblind,2005,Action,Eidos Interactive,0.1,0.08,0,0.03,0.21
Shin Megami Tensei: Persona 3 (jp sales),2006,Role-Playing,Tecmo Koei,0,0,0.21,0,0.21
Evil Dead: Regeneration,2005,Action,THQ,0.1,0.08,0,0.03,0.21
NHL 2K3,2002,Sports,Sega,0.1,0.08,0,0.03,0.21
Gallop Racer 2003: A New Breed,2002,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21
Capcom Fighting Evolution,2004,Fighting,Capcom,0.1,0.08,0,0.03,0.2
Backyard NFL Football 2006,2005,Sports,Atari,0.1,0.08,0,0.03,0.2
Sengoku Basara 2 Heroes,2007,Action,Capcom,0,0,0.2,0,0.2
Buzz! The Schools Quiz,2008,Misc,Sony Computer Entertainment,0,0.02,0,0.19,0.2
Suikoden Tactics,2005,Strategy,Konami Digital Entertainment,0.06,0.05,0.07,0.02,0.2
International Superstar Soccer 2000,2000,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
The Bible Game,2005,Misc,Crave Entertainment,0.1,0.08,0,0.03,0.2
PBR: Out of the Chute,2008,Sports,Crave Entertainment,0.1,0.08,0,0.03,0.2
The King of Fighters Collection: The Orochi Saga,2006,Fighting,Ignition Entertainment,0.1,0.08,0,0.03,0.2
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,2003,Sports,Konami Digital Entertainment,0,0,0.2,0,0.2
Saturday Night Speedway,2004,Racing,Play It,0.1,0.08,0,0.03,0.2
Pitfall: The Lost Expedition,2004,Platform,Activision,0.1,0.08,0,0.03,0.2
Le Mans 24 Hours,2001,Racing,Infogrames,0.09,0.07,0.02,0.02,0.2
ESPN MLB Baseball,2004,Sports,Sega,0.1,0.08,0,0.03,0.2
All Star Pro-Wrestling,2000,Fighting,SquareSoft,0,0,0.2,0,0.2
Taiko no Tatsujin: Waku Waku Anime Matsuri,2003,Misc,Namco Bandai Games,0,0,0.2,0,0.2
Dead to Rights II,2005,Shooter,Electronic Arts,0.1,0.08,0,0.03,0.2
Rock Band Track Pack: Classic Rock,2009,Misc,MTV Games,0.1,0.08,0,0.03,0.2
NCAA Final Four 2004,2003,Sports,Sony Computer Entertainment,0.1,0.08,0,0.03,0.2
Jissen Pachi-Slot Hisshouhou! Aladdin A,2002,Misc,Sammy Corporation,0,0,0.2,0,0.2
Ford Racing Off Road,2008,Racing,Xplosiv,0.1,0.08,0,0.03,0.2
The BIGS 2,2009,Sports,Take-Two Interactive,0.1,0.08,0,0.03,0.2
Cabela's Big Game Hunter (2008),2007,Sports,Activision Value,0.1,0.08,0,0.03,0.2
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005,Action,Konami Digital Entertainment,0.1,0.08,0,0.03,0.2
Gladius,2003,Strategy,Activision,0.1,0.08,0,0.03,0.2
Taiko no Tatsujin: Go! Go! Godaime,2004,Misc,Namco Bandai Games,0,0,0.2,0,0.2
Taiko Drum Master,2004,Misc,Namco Bandai Games,0.1,0.08,0,0.03,0.2
Forgotten Realms: Demon Stone,2004,Action,Atari,0.1,0.08,0,0.03,0.2
Looney Tunes: Space Race,2002,Racing,Infogrames,0.1,0.08,0,0.03,0.2
Playboy: The Mansion,2005,Simulation,Ubisoft,0.1,0.08,0,0.03,0.2
Predator: Concrete Jungle,2005,Action,Vivendi Games,0.1,0.07,0,0.03,0.2
